,unit_name,major_award_count,trr_count,unsustained_count,white,black,other,black_dominant_district,non_black_dominant_district,female,male,misconduct_rate_higher_than_11,misconduct_rate_level
6826,9,0,10,1,0,0,1,1,0,0,1,0,medium
6827,25,0,2,2,0,0,1,0,1,0,1,0,low
6828,11,0,24,4,1,0,0,1,0,0,1,0,medium
6829,9,0,5,18,1,0,0,1,0,0,1,0,medium
6830,24,0,0,1,1,0,0,0,1,0,1,0,low
6831,10,1,11,20,0,0,1,0,1,0,1,0,medium
6832,8,0,4,4,0,0,1,1,0,0,1,0,medium
6833,9,0,4,1,0,0,1,1,0,0,1,0,medium
6834,19,0,9,3,0,0,1,0,1,0,1,0,low
6835,18,0,6,1,1,0,0,0,1,0,1,0,low
6836,16,0,0,4,1,0,0,0,1,0,1,0,low
6837,5,0,15,4,1,0,0,0,1,0,1,0,low
6838,4,0,0,3,1,0,0,0,1,1,0,0,low
6839,15,0,11,2,1,0,0,0,1,0,1,0,low
6840,19,0,6,2,0,1,0,0,1,0,1,0,low
6841,22,0,17,22,1,0,0,0,1,0,1,0,low
6842,22,3,26,2,1,0,0,0,1,0,1,0,low
6843,14,0,4,1,1,0,0,1,0,0,1,0,medium
6844,18,0,9,1,1,0,0,0,1,0,1,0,low
6845,1,0,5,3,1,0,0,0,1,0,1,0,low
6846,17,0,10,3,1,0,0,0,1,0,1,0,low
6847,10,1,0,0,1,0,0,0,1,0,1,0,medium
6848,19,0,6,0,1,0,0,0,1,0,1,0,low
6849,17,0,10,0,0,0,1,0,1,0,1,0,low
6850,6,0,1,0,0,1,0,0,1,0,1,0,low
6851,11,0,1,0,0,0,1,1,0,0,1,0,medium
6852,4,1,3,0,1,0,0,0,1,0,1,0,low
6853,7,0,0,0,0,1,0,0,1,1,0,0,low
6854,8,0,4,0,1,0,0,1,0,0,1,0,medium
6855,6,0,0,0,1,0,0,0,1,0,1,0,low
6856,25,0,0,0,1,0,0,0,1,0,1,0,low
6857,16,0,0,0,1,0,0,0,1,0,1,0,low
6858,18,0,0,0,0,0,1,0,1,1,0,0,low
6859,2,0,0,0,1,0,0,0,1,0,1,0,low
6860,22,0,3,0,1,0,0,0,1,0,1,0,low
6861,12,0,4,0,0,0,1,0,1,0,1,0,low
6862,7,0,5,0,0,1,0,0,1,1,0,0,low
6863,7,0,2,0,0,0,1,0,1,1,0,0,low
6864,10,0,2,0,0,0,1,0,1,1,0,0,medium
6865,5,0,0,0,0,1,0,0,1,0,1,0,low
6866,5,0,6,0,0,1,0,0,1,1,0,0,low
6867,15,0,9,4,1,0,0,0,1,0,1,0,low
6868,1,0,0,0,1,0,0,0,1,0,1,0,low
6869,9,0,0,0,0,0,1,1,0,0,1,0,medium
6870,14,0,0,0,0,0,1,1,0,0,1,0,medium
6871,11,0,0,0,1,0,0,1,0,1,0,0,medium
6872,10,1,1,0,0,0,1,0,1,0,1,0,medium
6873,12,0,0,0,1,0,0,0,1,0,1,0,low
6874,11,0,0,0,0,0,1,1,0,0,1,0,medium
6875,16,0,1,5,0,0,1,0,1,0,1,0,low
6876,12,0,6,6,0,0,1,0,1,0,1,0,low
6877,1,0,3,7,1,0,0,0,1,0,1,0,low
6878,25,0,3,0,1,0,0,0,1,0,1,0,low
6879,25,0,0,1,1,0,0,0,1,0,1,0,low
6880,18,0,11,0,0,0,1,0,1,0,1,0,low
6881,4,1,1,1,0,0,1,0,1,0,1,0,low
6882,4,1,7,0,0,0,1,0,1,1,0,0,low
6883,19,0,0,0,1,0,0,0,1,1,0,0,low
6884,22,0,5,27,0,0,1,0,1,0,1,0,low
6885,14,0,3,1,0,0,1,1,0,0,1,0,medium
6886,6,1,6,0,0,1,0,0,1,0,1,0,low
6887,11,4,47,3,1,0,0,1,0,0,1,0,medium
6888,15,0,15,0,1,0,0,0,1,0,1,0,low
6889,10,1,9,2,0,0,1,0,1,0,1,0,medium
6890,4,1,2,28,0,1,0,0,1,0,1,0,low
6891,12,0,0,3,0,1,0,0,1,1,0,0,low
6892,18,0,7,1,0,0,1,0,1,0,1,0,low
6893,1,0,3,10,1,0,0,0,1,0,1,0,low
6894,2,0,1,1,0,1,0,0,1,1,0,0,low
6895,17,0,1,1,1,0,0,0,1,0,1,0,low
6896,8,0,4,1,0,0,1,1,0,0,1,0,medium
6897,20,0,5,1,1,0,0,0,1,0,1,0,high
6898,25,0,35,5,1,0,0,0,1,0,1,0,low
6899,9,0,33,34,1,0,0,1,0,0,1,0,medium
6900,25,0,4,2,0,0,1,0,1,0,1,0,low
6901,22,0,1,4,1,0,0,0,1,1,0,0,low
6902,16,0,1,3,1,0,0,0,1,0,1,0,low
6903,22,0,6,2,1,0,0,0,1,1,0,0,low
6904,16,0,6,5,1,0,0,0,1,0,1,0,low
6905,11,0,1,13,0,1,0,1,0,1,0,0,medium
6906,6,0,7,1,0,1,0,0,1,0,1,0,low
6907,22,0,0,8,1,0,0,0,1,0,1,0,low
6908,8,0,0,5,0,0,1,1,0,0,1,0,medium
6909,11,0,1,1,1,0,0,1,0,1,0,0,medium
6910,4,1,3,2,0,1,0,0,1,0,1,0,low
6911,14,0,0,1,1,0,0,1,0,0,1,0,medium
6912,24,0,28,10,1,0,0,0,1,0,1,0,low
6913,22,0,1,1,1,0,0,0,1,1,0,0,low
6914,12,0,1,2,1,0,0,0,1,0,1,0,low
6915,22,0,8,1,0,0,1,0,1,0,1,0,low
6916,2,0,1,1,0,1,0,0,1,0,1,0,low
6917,20,0,15,3,1,0,0,0,1,0,1,0,high
6918,12,0,0,17,0,0,1,0,1,0,1,0,low
6919,24,0,0,2,1,0,0,0,1,0,1,0,low
6920,23,0,0,1,1,0,0,0,1,0,1,0,high
6921,12,0,0,1,1,0,0,0,1,1,0,0,low
6922,23,0,0,1,1,0,0,0,1,1,0,0,high
6923,16,0,0,2,1,0,0,0,1,1,0,0,low
6924,6,0,0,12,0,1,0,0,1,0,1,0,low
6925,17,0,0,3,1,0,0,0,1,1,0,0,low
6926,3,0,0,3,0,1,0,0,1,0,1,0,low
6927,18,0,0,2,1,0,0,0,1,0,1,0,low
6928,19,0,0,1,1,0,0,0,1,0,1,0,low
6929,9,0,0,1,0,0,1,1,0,1,0,0,medium
6930,2,0,0,1,0,1,0,0,1,1,0,0,low
6931,17,0,0,1,1,0,0,0,1,1,0,0,low
6932,24,0,0,5,1,0,0,0,1,0,1,0,low
6933,9,0,0,5,1,0,0,1,0,0,1,0,medium
6934,16,0,0,4,1,0,0,0,1,0,1,0,low
6935,3,0,0,6,0,1,0,0,1,0,1,0,low
6936,24,0,0,6,1,0,0,0,1,0,1,0,low
6937,22,0,0,5,1,0,0,0,1,0,1,0,low
6938,16,0,0,3,1,0,0,0,1,0,1,0,low
6939,22,0,0,3,1,0,0,0,1,0,1,0,low
6940,25,0,0,6,0,1,0,0,1,0,1,0,low
6941,18,0,0,1,1,0,0,0,1,0,1,0,low
6942,16,0,0,2,1,0,0,0,1,0,1,0,low
6943,6,0,0,3,1,0,0,0,1,1,0,0,low
6944,14,0,0,4,0,1,0,1,0,1,0,0,medium
6945,17,0,0,3,1,0,0,0,1,0,1,0,low
6946,7,0,0,1,1,0,0,0,1,0,1,0,low
6947,22,0,0,5,1,0,0,0,1,0,1,0,low
6948,7,0,0,1,0,0,1,0,1,1,0,0,low
6949,9,0,0,6,1,0,0,1,0,1,0,0,medium
6950,10,0,0,4,1,0,0,0,1,0,1,0,medium
6951,5,0,0,1,0,1,0,0,1,1,0,0,low
6952,16,0,0,3,1,0,0,0,1,0,1,0,low
6953,1,0,0,1,1,0,0,0,1,0,1,0,low
6954,23,0,0,2,1,0,0,0,1,1,0,0,high
6955,16,0,0,10,1,0,0,0,1,0,1,0,low
6956,19,0,0,10,1,0,0,0,1,1,0,0,low
6957,18,0,0,2,1,0,0,0,1,0,1,0,low
6958,19,0,0,1,1,0,0,0,1,1,0,0,low
6959,9,0,0,3,0,0,1,1,0,0,1,0,medium
6960,16,0,0,1,1,0,0,0,1,0,1,0,low
6961,10,1,1,1,1,0,0,0,1,0,1,0,medium
6962,9,1,11,1,1,0,0,1,0,0,1,0,medium
6963,18,0,0,3,1,0,0,0,1,0,1,0,low
6964,4,2,12,6,1,0,0,0,1,0,1,0,low
6965,10,1,8,1,0,0,1,0,1,0,1,0,medium
6966,10,1,3,20,1,0,0,0,1,0,1,0,medium
6967,25,1,20,7,1,0,0,0,1,0,1,0,low
6968,4,1,0,2,1,0,0,0,1,0,1,0,low
6969,6,1,0,5,1,0,0,0,1,1,0,0,low
6970,19,0,2,1,0,0,1,0,1,0,1,0,low
6971,25,0,0,1,1,0,0,0,1,0,1,0,low
6972,14,1,53,9,1,0,0,1,0,0,1,0,medium
6973,16,1,2,10,1,0,0,0,1,0,1,0,low
6974,4,1,7,1,0,0,1,0,1,0,1,0,low
6975,10,2,15,1,0,0,1,0,1,0,1,0,medium
6976,17,0,9,3,1,0,0,0,1,0,1,0,low
6977,8,0,15,12,0,0,1,1,0,0,1,0,medium
6978,22,0,0,2,1,0,0,0,1,0,1,0,low
6979,16,0,0,2,1,0,0,0,1,1,0,0,low
6980,16,0,4,7,1,0,0,0,1,0,1,0,low
6981,7,0,5,1,0,0,1,0,1,0,1,0,low
6982,3,0,2,1,0,1,0,0,1,1,0,0,low
6983,9,3,7,3,0,0,1,1,0,0,1,0,medium
6984,4,1,26,2,1,0,0,0,1,0,1,0,low
6985,10,1,0,1,0,0,1,0,1,0,1,0,medium
6986,16,0,0,1,0,0,1,0,1,0,1,0,low
6987,9,1,8,1,1,0,0,1,0,1,0,0,medium
6988,14,1,12,1,1,0,0,1,0,0,1,0,medium
6989,18,0,0,1,1,0,0,0,1,0,1,0,low
6990,18,0,6,5,1,0,0,0,1,0,1,0,low
6991,5,1,5,6,1,0,0,0,1,0,1,0,low
6992,10,1,7,8,0,0,1,0,1,0,1,0,medium
6993,7,0,5,1,1,0,0,0,1,0,1,0,low
6994,24,0,3,1,0,0,1,0,1,0,1,0,low
6995,4,1,3,17,1,0,0,0,1,0,1,0,low
6996,10,1,0,4,0,0,1,0,1,0,1,0,medium
6997,9,0,0,2,1,0,0,1,0,0,1,0,medium
6998,19,0,0,5,0,0,1,0,1,0,1,0,low
6999,20,1,3,2,1,0,0,0,1,0,1,0,high
7000,7,0,0,2,0,1,0,0,1,0,1,0,low
7001,16,0,8,4,1,0,0,0,1,0,1,0,low
7002,8,0,3,1,1,0,0,1,0,0,1,0,medium
7003,4,1,0,3,1,0,0,0,1,0,1,0,low
7004,6,1,16,1,1,0,0,0,1,0,1,0,low
7005,25,0,0,9,1,0,0,0,1,0,1,0,low
7006,4,1,0,2,0,1,0,0,1,1,0,0,low
7007,7,0,14,2,1,0,0,0,1,0,1,0,low
7008,10,1,5,2,0,0,1,0,1,0,1,0,medium
7009,4,1,2,10,1,0,0,0,1,0,1,0,low
7010,4,1,0,4,1,0,0,0,1,0,1,0,low
7011,19,0,0,5,1,0,0,0,1,0,1,0,low
7012,8,1,5,13,1,0,0,1,0,0,1,0,medium
7013,10,0,3,1,0,0,1,0,1,0,1,0,medium
7014,18,0,0,1,1,0,0,0,1,0,1,0,low
7015,7,1,4,1,0,0,1,0,1,0,1,0,low
7016,24,1,5,3,1,0,0,0,1,0,1,0,low
7017,10,1,0,16,1,0,0,0,1,0,1,0,medium
7018,3,0,0,4,0,1,0,0,1,1,0,0,low
7019,5,1,9,2,0,0,1,0,1,0,1,0,low
7020,10,1,3,1,1,0,0,0,1,0,1,0,medium
7021,22,1,20,10,1,0,0,0,1,0,1,0,low
7022,10,1,3,4,0,1,0,0,1,0,1,0,medium
7023,4,1,0,3,1,0,0,0,1,0,1,0,low
7024,16,0,6,8,1,0,0,0,1,0,1,0,low
7025,2,0,5,2,1,0,0,0,1,1,0,0,low
7026,20,0,0,2,1,0,0,0,1,0,1,0,high
7027,25,0,0,3,0,0,1,0,1,0,1,0,low
7028,20,0,0,4,1,0,0,0,1,0,1,0,high
7029,4,1,5,7,1,0,0,0,1,0,1,0,low
7030,8,1,0,12,1,0,0,1,0,0,1,0,medium
7031,17,0,0,5,1,0,0,0,1,1,0,0,low
7032,20,0,0,3,1,0,0,0,1,1,0,0,high
7033,4,0,0,5,1,0,0,0,1,0,1,0,low
7034,10,1,0,9,0,0,1,0,1,0,1,0,medium
7035,2,3,11,2,0,1,0,0,1,0,1,0,low
7036,10,1,2,1,0,0,1,0,1,0,1,0,medium
7037,3,0,6,3,0,1,0,0,1,0,1,0,low
7038,9,0,18,1,0,0,1,1,0,0,1,0,medium
7039,2,0,1,1,0,1,0,0,1,0,1,0,low
7040,11,1,20,2,1,0,0,1,0,0,1,0,medium
7041,10,1,2,3,0,1,0,0,1,0,1,0,medium
7042,8,0,2,1,0,0,1,1,0,0,1,0,medium
7043,2,0,3,1,1,0,0,0,1,1,0,0,low
7044,7,1,0,1,0,1,0,0,1,1,0,0,low
7045,16,0,5,2,1,0,0,0,1,0,1,0,low
7046,18,0,4,11,0,1,0,0,1,0,1,0,low
7047,4,1,1,11,0,1,0,0,1,1,0,0,low
7048,10,1,12,2,0,0,1,0,1,0,1,0,medium
7049,19,0,0,4,1,0,0,0,1,0,1,0,low
7050,6,1,4,3,0,1,0,0,1,0,1,0,low
7051,4,1,0,9,0,1,0,0,1,0,1,0,low
7052,10,1,6,2,0,0,1,0,1,0,1,0,medium
7053,10,2,10,11,1,0,0,0,1,0,1,0,medium
7054,4,1,0,3,1,0,0,0,1,0,1,0,low
7055,19,1,0,6,0,1,0,0,1,1,0,0,low
7056,4,1,7,11,1,0,0,0,1,0,1,0,low
7057,4,1,0,2,0,0,1,0,1,1,0,0,low
7058,10,1,0,14,0,1,0,0,1,0,1,0,medium
7059,4,1,12,3,0,1,0,0,1,0,1,0,low
7060,9,3,14,5,1,0,0,1,0,0,1,0,medium
7061,10,1,9,11,0,1,0,0,1,0,1,0,medium
7062,24,1,10,3,0,0,1,0,1,0,1,0,low
7063,10,2,3,1,0,0,1,0,1,0,1,0,medium
7064,8,1,7,29,1,0,0,1,0,0,1,0,medium
7065,1,1,7,1,0,0,1,0,1,1,0,0,low
7066,4,1,10,1,1,0,0,0,1,0,1,0,low
7067,12,1,0,2,1,0,0,0,1,0,1,0,low
7068,6,1,28,3,0,0,1,0,1,0,1,0,low
7069,4,1,9,8,0,1,0,0,1,0,1,0,low
7070,10,2,9,3,0,0,1,0,1,0,1,0,medium
7071,10,1,16,14,1,0,0,0,1,0,1,0,medium
7072,5,2,9,1,0,0,1,0,1,0,1,0,low
7073,10,1,5,3,1,0,0,0,1,0,1,0,medium
7074,5,1,10,7,1,0,0,0,1,0,1,0,low
7075,16,1,9,2,1,0,0,0,1,0,1,0,low
7076,8,1,25,22,1,0,0,1,0,0,1,0,medium
7077,9,2,12,5,1,0,0,1,0,0,1,0,medium
7078,16,1,0,4,0,0,1,0,1,0,1,0,low
7079,4,1,10,1,1,0,0,0,1,0,1,0,low
7080,10,1,5,9,0,1,0,0,1,0,1,0,medium
7081,4,1,21,2,0,0,1,0,1,0,1,0,low
7082,4,1,7,1,0,0,1,0,1,0,1,0,low
7083,9,1,11,5,1,0,0,1,0,0,1,0,medium
7084,22,1,4,6,1,0,0,0,1,0,1,0,low
7085,20,1,14,2,1,0,0,0,1,0,1,0,high
7086,24,0,0,1,1,0,0,0,1,0,1,0,low
7087,16,1,11,2,0,0,1,0,1,1,0,0,low
7088,20,1,13,1,1,0,0,0,1,0,1,0,high
7089,16,1,3,1,1,0,0,0,1,0,1,0,low
7090,10,1,0,3,1,0,0,0,1,0,1,0,medium
7091,12,1,3,3,1,0,0,0,1,0,1,0,low
7092,10,1,2,4,0,0,1,0,1,0,1,0,medium
7093,4,1,3,11,1,0,0,0,1,0,1,0,low
7094,7,1,0,8,0,1,0,0,1,1,0,0,low
7095,25,1,15,1,1,0,0,0,1,0,1,0,low
7096,4,1,0,4,1,0,0,0,1,1,0,0,low
7097,4,1,0,3,1,0,0,0,1,0,1,0,low
7098,10,1,14,1,0,0,1,0,1,0,1,0,medium
7099,4,1,0,7,1,0,0,0,1,0,1,0,low
7100,4,1,1,1,0,0,1,0,1,1,0,0,low
7101,5,2,58,11,1,0,0,0,1,0,1,0,low
7102,14,1,3,1,0,0,1,1,0,0,1,0,medium
7103,1,1,7,2,0,0,1,0,1,0,1,0,low
7104,1,1,1,10,1,0,0,0,1,0,1,0,low
7105,10,1,6,3,0,0,1,0,1,0,1,0,medium
7106,12,1,13,5,1,0,0,0,1,0,1,0,low
7107,10,1,9,4,0,0,1,0,1,0,1,0,medium
7108,4,1,4,5,0,0,1,0,1,1,0,0,low
7109,18,1,6,1,1,0,0,0,1,0,1,0,low
7110,9,1,12,2,0,0,1,1,0,0,1,0,medium
7111,3,1,7,3,0,1,0,0,1,0,1,0,low
7112,5,0,3,2,0,1,0,0,1,0,1,0,low
7113,22,2,21,12,0,1,0,0,1,0,1,0,low
7114,10,0,4,8,0,0,1,0,1,0,1,0,medium
7115,22,0,0,1,1,0,0,0,1,0,1,0,low
7116,16,0,0,3,1,0,0,0,1,0,1,0,low
7117,18,0,0,6,1,0,0,0,1,0,1,0,low
7118,4,1,0,1,0,0,1,0,1,0,1,0,low
7119,10,1,0,1,1,0,0,0,1,1,0,0,medium
7120,6,0,0,2,0,1,0,0,1,0,1,0,low
7121,8,0,0,4,1,0,0,1,0,0,1,0,medium
7122,8,0,0,5,1,0,0,1,0,0,1,0,medium
7123,14,0,0,1,1,0,0,1,0,0,1,0,medium
7124,17,0,0,2,1,0,0,0,1,0,1,0,low
7125,24,0,0,2,1,0,0,0,1,1,0,0,low
7126,9,0,0,4,1,0,0,1,0,1,0,0,medium
7127,17,0,0,3,1,0,0,0,1,0,1,0,low
7128,8,0,0,3,1,0,0,1,0,0,1,0,medium
7129,22,0,0,2,1,0,0,0,1,0,1,0,low
7130,24,0,0,1,1,0,0,0,1,0,1,0,low
7131,16,0,0,2,1,0,0,0,1,0,1,0,low
7132,4,1,0,11,1,0,0,0,1,0,1,0,low
7133,24,0,0,1,0,0,1,0,1,1,0,0,low
7134,24,0,0,5,0,0,1,0,1,0,1,0,low
7135,16,0,0,6,1,0,0,0,1,1,0,0,low
7136,18,0,0,2,1,0,0,0,1,0,1,0,low
7137,4,2,11,1,1,0,0,0,1,0,1,0,low
7138,10,1,1,5,0,0,1,0,1,0,1,0,medium
7139,10,1,8,4,0,0,1,0,1,0,1,0,medium
7140,5,1,2,9,0,1,0,0,1,0,1,0,low
7141,5,0,11,12,0,1,0,0,1,0,1,0,low
7142,4,1,2,5,1,0,0,0,1,0,1,0,low
7143,25,0,16,2,1,0,0,0,1,0,1,0,low
7144,4,1,2,1,0,1,0,0,1,1,0,0,low
7145,7,0,0,0,0,0,1,0,1,0,1,0,low
7146,1,2,2,1,0,0,1,0,1,0,1,0,low
7147,18,1,3,9,0,1,0,0,1,0,1,0,low
7148,9,1,3,2,1,0,0,1,0,0,1,0,medium
7149,10,1,4,1,1,0,0,0,1,0,1,0,medium
7150,20,1,8,2,0,0,1,0,1,0,1,0,high
7151,3,1,24,8,0,0,1,0,1,0,1,0,low
7152,5,2,10,6,1,0,0,0,1,0,1,0,low
7153,6,1,8,2,0,1,0,0,1,0,1,0,low
7154,19,1,1,2,0,0,1,0,1,0,1,0,low
7155,15,1,23,7,1,0,0,0,1,0,1,0,low
7156,22,1,15,6,1,0,0,0,1,0,1,0,low
7157,5,1,4,1,1,0,0,0,1,0,1,0,low
7158,10,1,2,1,0,0,1,0,1,0,1,0,medium
7159,5,1,22,6,0,0,1,0,1,0,1,0,low
7160,4,1,4,5,0,1,0,0,1,0,1,0,low
7161,8,1,8,5,0,0,1,1,0,0,1,0,medium
7162,5,2,12,6,0,0,1,0,1,0,1,0,low
7163,12,2,27,3,1,0,0,0,1,0,1,0,low
7164,10,1,3,0,0,0,1,0,1,0,1,0,medium
7165,5,1,0,0,0,1,0,0,1,1,0,0,low
7166,20,0,0,0,0,0,1,0,1,1,0,0,high
7167,17,0,0,0,0,1,0,0,1,0,1,0,low
7168,22,0,3,0,0,0,1,0,1,1,0,0,low
7169,15,0,1,0,1,0,0,0,1,0,1,0,low
7170,9,0,1,0,0,0,1,1,0,0,1,0,medium
7171,12,0,2,0,0,0,1,0,1,1,0,0,low
7172,8,0,5,0,1,0,0,1,0,0,1,0,medium
7173,3,0,1,0,0,1,0,0,1,1,0,0,low
7174,11,0,2,0,1,0,0,1,0,1,0,0,medium
7175,3,0,0,0,0,1,0,0,1,1,0,0,low
7176,6,0,12,0,0,1,0,0,1,0,1,0,low
7177,16,0,6,0,1,0,0,0,1,0,1,0,low
7178,20,0,1,0,1,0,0,0,1,0,1,0,high
7179,11,0,1,0,1,0,0,1,0,0,1,0,medium
7180,19,0,4,0,1,0,0,0,1,1,0,0,low
7181,15,0,4,0,1,0,0,0,1,0,1,0,low
7182,16,0,8,0,1,0,0,0,1,0,1,0,low
7183,9,0,19,0,1,0,0,1,0,1,0,0,medium
7184,4,0,6,0,1,0,0,0,1,1,0,0,low
7185,17,0,12,0,1,0,0,0,1,0,1,0,low
7186,3,0,1,0,1,0,0,0,1,0,1,0,low
7187,6,0,6,0,1,0,0,0,1,0,1,0,low
7188,24,0,1,0,1,0,0,0,1,1,0,0,low
7189,18,0,1,0,0,0,1,0,1,1,0,0,low
7190,1,0,3,0,1,0,0,0,1,1,0,0,low
7191,17,0,4,0,0,1,0,0,1,0,1,0,low
7192,17,0,4,0,0,0,1,0,1,0,1,0,low
7193,3,0,6,0,0,1,0,0,1,0,1,0,low
7194,12,0,4,0,1,0,0,0,1,0,1,0,low
7195,9,0,1,0,0,0,1,1,0,1,0,0,medium
7196,24,0,0,0,1,0,0,0,1,0,1,0,low
7197,1,0,6,0,0,0,1,0,1,1,0,0,low
7198,2,0,13,0,0,0,1,0,1,0,1,0,low
7199,20,0,1,0,1,0,0,0,1,0,1,0,high
7200,17,1,0,0,1,0,0,0,1,1,0,0,low
7201,12,0,0,0,1,0,0,0,1,0,1,0,low
7202,1,0,0,0,0,0,1,0,1,0,1,0,low
7203,12,0,0,0,1,0,0,0,1,0,1,0,low
7204,19,2,8,0,0,0,1,0,1,0,1,0,low
7205,3,0,0,0,0,0,1,0,1,1,0,0,low
7206,12,0,0,0,0,0,1,0,1,0,1,0,low
7207,10,1,1,0,0,0,1,0,1,0,1,0,medium
7208,3,0,2,0,0,0,1,0,1,0,1,0,low
7209,3,0,4,0,0,1,0,0,1,1,0,0,low
7210,25,0,2,0,0,0,1,0,1,0,1,0,low
7211,20,0,2,0,1,0,0,0,1,0,1,0,high
7212,14,0,12,0,0,0,1,1,0,0,1,0,medium
7213,14,0,0,0,0,0,1,1,0,1,0,0,medium
7214,6,0,0,0,1,0,0,0,1,0,1,0,low
7215,11,0,13,0,0,0,1,1,0,0,1,0,medium
7216,18,0,8,0,1,0,0,0,1,0,1,0,low
7217,19,0,0,0,1,0,0,0,1,0,1,0,low
7218,24,0,0,0,1,0,0,0,1,1,0,0,low
7219,19,0,0,0,1,0,0,0,1,1,0,0,low
7220,18,0,0,0,0,1,0,0,1,0,1,0,low
7221,16,0,0,0,1,0,0,0,1,1,0,0,low
7222,7,0,0,0,1,0,0,0,1,0,1,0,low
7223,7,0,0,0,0,0,1,0,1,0,1,0,low
7224,4,0,0,0,1,0,0,0,1,1,0,0,low
7225,25,0,0,0,1,0,0,0,1,0,1,0,low
7226,7,0,0,0,0,0,1,0,1,0,1,0,low
7227,18,0,0,0,1,0,0,0,1,0,1,0,low
7228,1,0,0,0,1,0,0,0,1,0,1,0,low
7229,12,0,0,0,1,0,0,0,1,1,0,0,low
7230,3,0,0,0,0,1,0,0,1,1,0,0,low
7231,7,0,0,0,0,1,0,0,1,1,0,0,low
7232,8,0,0,0,1,0,0,1,0,0,1,0,medium
7233,18,0,0,0,1,0,0,0,1,1,0,0,low
7234,12,0,0,0,0,1,0,0,1,1,0,0,low
7235,8,0,0,0,0,0,1,1,0,1,0,0,medium
7236,7,0,0,0,1,0,0,0,1,0,1,0,low
7237,9,0,0,0,0,0,1,1,0,0,1,0,medium
7238,22,0,0,0,1,0,0,0,1,0,1,0,low
7239,11,0,0,0,0,0,1,1,0,1,0,0,medium
7240,23,0,0,0,1,0,0,0,1,0,1,0,high
7241,22,0,0,0,1,0,0,0,1,0,1,0,low
7242,4,1,4,0,1,0,0,0,1,0,1,0,low
7243,10,1,0,0,1,0,0,0,1,0,1,0,medium
7244,8,0,0,0,1,0,0,1,0,1,0,0,medium
7245,3,0,0,0,0,1,0,0,1,1,0,0,low
7246,9,0,0,0,0,0,1,1,0,1,0,0,medium
7247,4,0,0,0,1,0,0,0,1,1,0,0,low
7248,1,1,6,0,0,0,1,0,1,0,1,0,low
7249,10,1,2,0,1,0,0,0,1,0,1,0,medium
7250,4,1,0,0,0,0,1,0,1,0,1,0,low
7251,10,1,0,0,1,0,0,0,1,0,1,0,medium
7252,22,0,5,0,1,0,0,0,1,0,1,0,low
7253,12,0,6,0,0,0,1,0,1,0,1,0,low
7254,9,1,4,0,1,0,0,1,0,1,0,0,medium
7255,14,1,10,0,1,0,0,1,0,0,1,0,medium
7256,1,2,1,0,0,0,1,0,1,0,1,0,low
7257,3,0,2,0,0,0,1,0,1,1,0,0,low
7258,20,0,0,0,1,0,0,0,1,0,1,0,high
7259,22,0,0,0,0,1,0,0,1,1,0,0,low
7260,11,0,0,0,0,0,1,1,0,1,0,0,medium
7261,23,0,0,0,1,0,0,0,1,0,1,0,high
7262,10,1,11,0,1,0,0,0,1,0,1,0,medium
7263,5,1,7,0,0,1,0,0,1,0,1,0,low
7264,10,1,0,0,0,0,1,0,1,0,1,0,medium
7265,25,0,0,0,0,0,1,0,1,0,1,0,low
7266,7,1,5,0,1,0,0,0,1,0,1,0,low
7267,22,1,4,0,0,0,1,0,1,0,1,0,low
7268,20,1,7,0,0,1,0,0,1,0,1,0,high
7269,10,1,2,0,1,0,0,0,1,0,1,0,medium
7270,5,1,5,0,0,1,0,0,1,0,1,0,low
7271,9,1,2,0,1,0,0,1,0,0,1,0,medium
7272,22,1,1,0,1,0,0,0,1,1,0,0,low
7273,24,1,1,0,0,0,1,0,1,0,1,0,low
7274,10,1,1,0,1,0,0,0,1,0,1,0,medium
7275,25,1,0,0,1,0,0,0,1,0,1,0,low
7276,4,1,7,0,0,1,0,0,1,0,1,0,low
7277,10,1,4,0,0,0,1,0,1,0,1,0,medium
7278,5,1,0,0,0,1,0,0,1,1,0,0,low
7279,4,1,0,0,1,0,0,0,1,0,1,0,low
7280,18,1,2,0,0,0,1,0,1,0,1,0,low
7281,19,0,0,0,1,0,0,0,1,0,1,0,low
7282,25,1,1,0,1,0,0,0,1,0,1,0,low
7283,10,1,1,0,0,0,1,0,1,1,0,0,medium
7284,5,1,11,0,1,0,0,0,1,0,1,0,low
7285,10,1,1,0,0,0,1,0,1,1,0,0,medium
7286,4,1,1,0,0,1,0,0,1,1,0,0,low
7287,4,1,5,0,1,0,0,0,1,0,1,0,low
7288,25,1,5,0,0,0,1,0,1,0,1,0,low
7289,12,1,1,0,1,0,0,0,1,1,0,0,low
7290,4,1,1,0,0,1,0,0,1,0,1,0,low
7291,17,1,2,0,1,0,0,0,1,0,1,0,low
7292,24,0,0,0,1,0,0,0,1,0,1,0,low
7293,4,1,2,0,1,0,0,0,1,0,1,0,low
7294,4,1,5,0,0,0,1,0,1,0,1,0,low
7295,6,2,0,0,0,1,0,0,1,1,0,0,low
7296,7,0,0,0,0,0,1,0,1,0,1,0,low
7297,15,0,0,0,0,0,1,0,1,0,1,0,low
7298,12,0,1,0,0,0,1,0,1,0,1,0,low
7299,7,0,0,0,1,0,0,0,1,1,0,0,low
7300,17,0,0,0,1,0,0,0,1,1,0,0,low
